timestamp,speaker_id,mean_overall_real_vs_real,mean_overall_clone_vs_real,mean_embed_real_vs_real,mean_embed_clone_vs_real,mean_wavlm_real_vs_real,mean_wavlm_clone_vs_real,mean_wer_real_vs_real,mean_wer_clone_vs_real,num_test,num_test_evaluated,num_clones,prompt_file,prompt_text
2025-10-25T20:12:43.241980,5022,0.9349640034921469,0.933786751318894,0.7779941315000708,0.48573092222213743,0.9457728797739202,0.9162374246120453,,,104,10,5,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/automated_prompt_experiment/prompts/text_000.txt,"Hey, quick question—are you free later this afternoon? Everything is under control."
