speaker_id,pair_type,clone_id,real_id,impostor_speaker_id,system_id,prompt_style_id,sentence_id,temperature,top_p,top_k,wavlm_sim,mfcc_sim,pitch_sim,wer,clone_path,real_path,timestamp
211,CR,C5,R2,,S1,P1,5,1.0,0.95,50,0.8965685963630676,0.9972463574750096,0.9458749973636951,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_00.wav,2025-10-25T20:40:56.286283
211,CR,C5,R3,,S1,P1,5,1.0,0.95,50,0.913895845413208,0.998478733958095,0.9805482181087176,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_09.wav,2025-10-25T20:40:56.286573
211,CI,C5,,impostors,S1,P1,5,1.0,0.95,50,0.7274989485740662,0.9806437163013568,0.6342343387642979,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/4014_imp_01.wav,2025-10-25T20:40:56.286881
211,CI,C5,,impostors,S1,P1,5,1.0,0.95,50,0.8841949701309204,0.994734771039649,0.589914419017946,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/4014_imp_00.wav,2025-10-25T20:40:56.287165
211,CI,C5,,impostors,S1,P1,5,1.0,0.95,50,0.8654908537864685,0.9944696545861804,0.8399438264048358,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/730_imp_05.wav,2025-10-25T20:40:56.287447
211,CI,C5,,impostors,S1,P1,5,1.0,0.95,50,0.8518170118331909,0.9937966468747388,0.5869752801351726,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/4014_imp_02.wav,2025-10-25T20:40:56.287726
211,CI,C5,,impostors,S1,P1,5,1.0,0.95,50,0.8654148578643799,0.9924026283770309,0.8091855784167997,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/730_imp_03.wav,2025-10-25T20:40:56.288015
211,CI,C5,,impostors,S1,P1,5,1.0,0.95,50,0.8995710611343384,0.991634847321615,0.7818687774605427,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_04.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/730_imp_04.wav,2025-10-25T20:40:56.288307
211,CR,C6,R1,,S1,P2,6,1.0,0.95,50,0.8730855584144592,0.9975725406636101,0.9838069381249134,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_03.wav,2025-10-25T20:40:56.815469
211,CR,C6,R2,,S1,P2,6,1.0,0.95,50,0.8945228457450867,0.996843983142477,0.9939162329389809,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_06.wav,2025-10-25T20:40:56.815872
211,CR,C6,R3,,S1,P2,6,1.0,0.95,50,0.8715206384658813,0.9972338817426555,0.9630505474725246,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_01.wav,2025-10-25T20:40:56.816205
211,CI,C6,,impostors,S1,P2,6,1.0,0.95,50,0.8670567870140076,0.9917509443587106,0.5536553462700782,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/4014_imp_02.wav,2025-10-25T20:40:56.816490
211,CI,C6,,impostors,S1,P2,6,1.0,0.95,50,0.8957144618034363,0.9917968612452308,0.7374856205579758,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/730_imp_04.wav,2025-10-25T20:40:56.816749
211,CI,C6,,impostors,S1,P2,6,1.0,0.95,50,0.8796860575675964,0.9940330373314598,0.5564276435216813,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/4014_imp_00.wav,2025-10-25T20:40:56.817000
211,CI,C6,,impostors,S1,P2,6,1.0,0.95,50,0.8657479882240295,0.9943372433418209,0.7922640114392745,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/730_imp_05.wav,2025-10-25T20:40:56.817257
211,CI,C6,,impostors,S1,P2,6,1.0,0.95,50,0.8786136507987976,0.992655814739929,0.7632517701800593,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/730_imp_03.wav,2025-10-25T20:40:56.817531
211,CI,C6,,impostors,S1,P2,6,1.0,0.95,50,0.7663014531135559,0.9815087263098106,0.5982317217243915,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_05.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/impostors/4014_imp_01.wav,2025-10-25T20:40:56.817808
211,CR,C7,R1,,S1,P2,7,1.0,0.95,50,0.8885282874107361,0.9963545529981098,0.9720854516426746,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_06.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_06.wav,2025-10-25T20:40:57.318998
211,CR,C7,R2,,S1,P2,7,1.0,0.95,50,0.9034559726715088,0.9972258871108836,0.9688761976359758,,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/clones/clone_06.wav,/Users/mudi/Documents/boson_ha/boson_hackathon/experiments/outputs/211/reals/real_00.wav,2025-10-25T20:40:57.319354
